show_id,type,title,director,country,release_year,listed_in
s2693,Movie,LA Originals,Unknown,"United States, Argentina",2020,"Documentaries, International Movies, Music & Musicals"
s2694,Movie,Love Wedding Repeat,Dean Craig,"United Kingdom, Italy",2020,"Comedies, International Movies, Romantic Movies"
s2695,Movie,School Life,"Grand Corps Malade, Mehdi Idir",France,2019,"Comedies, Dramas, International Movies"
s2696,Movie,The Main Event,Jay Karas,United States,2020,"Children & Family Movies, Comedies, Sports Movies"
s2697,TV Show,The Trial,Stefano Lodovichi,Italy,2019,"Crime TV Shows, International TV Shows, TV Dramas"
s2698,Movie,Tigertail,Alan Yang,United States,2020,Dramas
s2699,TV Show,Hi Score Girl,Unknown,Japan,2019,"Anime Series, International TV Shows, Romantic TV Shows"
s2700,TV Show,The Circle France,Unknown,Unknown,2020,"International TV Shows, Reality TV"
s2701,Movie,Born Beautiful,Perci Intalan,Philippines,2019,"Comedies, Dramas, International Movies"
s2702,Movie,The Last Airbender,M. Night Shyamalan,United States,2010,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy"
s2703,Movie,Tiffany Haddish: She Ready! From the Hood To Hollywood!,Chris Robinson,United States,2017,Stand-Up Comedy
s2704,Movie,Mine 9,Eddie Mensore,United States,2019,"Dramas, Independent Movies"
s2705,Movie,The Florida Project,Sean Baker,United States,2017,"Dramas, Independent Movies"
s2706,Movie,Dark Light,Padraig Reynolds,United States,2019,"Horror Movies, Independent Movies, Sci-Fi & Fantasy"
s2707,Movie,The Killing of a Sacred Deer,Yorgos Lanthimos,"Ireland, United Kingdom",2017,"Dramas, Independent Movies, Thrillers"
s2708,Movie,Angel Has Fallen,Ric Roman Waugh,United States,2019,Action & Adventure
s2709,TV Show,El Reemplazante,Unknown,Chile,2013,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s2710,Movie,Coffee & Kareem,Michael Dowse,United States,2020,"Action & Adventure, Comedies"
s2711,TV Show,Legacies,Unknown,United States,2019,"TV Dramas, TV Sci-Fi & Fantasy, Teen TV Shows"
s2712,Movie,Money Heist: The Phenomenon,"Pablo Lejarreta, Luis Alfaro",Spain,2020,"Documentaries, International Movies"
s2713,Movie,The Death of Stalin,Armando Iannucci,"United Kingdom, France, Belgium, Canada, United States",2017,"Comedies, Dramas, Independent Movies"
s2714,Movie,Sol Levante,Akira Saitoh,Japan,2020,"Action & Adventure, Anime Features, International Movies"
s2715,Movie,Violet Evergarden: Eternity and the Auto Memory Doll,Haruka Fujita,Japan,2019,"Anime Features, International Movies, Sci-Fi & Fantasy"
s2716,Movie,Agneepath,Mukul Anand,India,1990,"Dramas, International Movies"
s2717,Movie,Brothers,Karan Malhotra,"India, United States",2015,"Action & Adventure, Dramas, International Movies"
s2718,Movie,Chhota Bheem and the Curse of Damyaan,Rajiv Chilaka,India,2012,Children & Family Movies
s2719,TV Show,Community,Unknown,United States,2015,TV Comedies
s2720,Movie,David Batra: Elefanten i rummet,"David Batra, Jon Rudberg",Sweden,2020,Stand-Up Comedy
s2721,Movie,Dostana,Tarun Mansukhani,"India, United States",2008,"Comedies, Dramas, International Movies"
s2722,Movie,Duniya,Ramesh Talwar,India,1984,"Action & Adventure, Dramas, International Movies"
s2723,Movie,Duplicate,Mahesh Bhatt,India,1998,"Comedies, Dramas, International Movies"
s2724,Movie,Friendship,Raj Khosla,India,1980,"Action & Adventure, Dramas, International Movies"
s2725,Movie,Gori Tere Pyaar Mein,Punit Malhotra,India,2013,"Comedies, Dramas, International Movies"
s2726,Movie,Gumrah,Mahesh Bhatt,India,1993,"Action & Adventure, Dramas, International Movies"
s2727,Movie,Hasee Toh Phasee,Vinil Mathew,India,2014,"Comedies, Dramas, International Movies"
s2728,TV Show,How to Fix a Drug Scandal,Unknown,United States,2020,"Crime TV Shows, Docuseries"
s2729,Movie,Humpty Sharma Ki Dulhania,Shashank Khaitan,India,2014,"Comedies, International Movies, Romantic Movies"
s2730,Movie,Kaal,Soham Shah,India,2005,"Horror Movies, International Movies, Thrillers"
s2731,Movie,Kabhi Alvida Naa Kehna,Karan Johar,India,2006,"Dramas, International Movies, Romantic Movies"
s2732,Movie,Kabhi Khushi Kabhie Gham,Karan Johar,India,2001,"Dramas, International Movies"
s2733,Movie,Kal Ho Naa Ho,Nikkhil Advani,India,2003,"Comedies, Dramas, International Movies"
s2734,Movie,Kapoor & Sons,Shakun Batra,India,2016,"Comedies, Dramas, International Movies"
s2735,Movie,Kuch Kuch Hota Hai,Karan Johar,India,1998,"Comedies, Dramas, International Movies"
s2736,Movie,Magnificent,Vikas Bahl,India,2015,"Comedies, International Movies, Romantic Movies"
s2737,TV Show,Man Like Mobeen,Unknown,United Kingdom,2020,"British TV Shows, International TV Shows, TV Comedies"
s2738,Movie,Mighty Raju Rio Calling,"Rajiv Chilaka, Anirban Majumder, Alka Amarkant Dubey",India,2014,"Children & Family Movies, Sports Movies"
s2739,Movie,Muqaddar ka Faisla,Prakash Mehra,India,1987,"Action & Adventure, Comedies, Dramas"
s2740,TV Show,Pokémon the Series,Unknown,Unknown,2019,"Anime Series, Kids' TV"
s2741,TV Show,Saint Seiya,Unknown,Japan,1986,Anime Series
s2742,Movie,SETHUM AAYIRAM PON,Anand Ravichandran,India,2020,"Dramas, Independent Movies, International Movies"
s2743,TV Show,Sunderland 'Til I Die,Unknown,United Kingdom,2020,"British TV Shows, Docuseries, International TV Shows"
s2744,TV Show,The Iliza Shlesinger Sketch Show,Unknown,United States,2020,TV Comedies
s2745,Movie,The Little Vampire,"Richard Claus, Karsten Kiilerich","Netherlands, Germany, Denmark, United Kingdom",2017,Children & Family Movies
s2746,Movie,The Runaways,Floria Sigismondi,United States,2010,"Dramas, Independent Movies, Music & Musicals"
s2747,TV Show,The Windsors,Unknown,United Kingdom,2020,"British TV Shows, International TV Shows, TV Comedies"
s2748,Movie,Ungli,Renzil D'Silva,India,2014,"Comedies, Dramas, International Movies"
s2749,TV Show,Well-Intended Love,Unknown,China,2020,"International TV Shows, Romantic TV Shows, TV Comedies"
s2750,Movie,Wildling,Fritz Böhm,United States,2018,"Horror Movies, Independent Movies, Sci-Fi & Fantasy"
s2751,Movie,A truthful Mother,Ravishankar Venkateswaran,India,2020,Children & Family Movies
s2752,TV Show,Akbar Birbal,Unknown,India,2019,"Kids' TV, TV Comedies, TV Dramas"
s2753,TV Show,Bal Ganesh,Vijay S. Bhanushali,Unknown,2019,Kids' TV
s2754,Movie,Dave Chappelle: The Kennedy Center Mark Twain Prize for American Humor,Unknown,United States,2020,Stand-Up Comedy
s2755,Movie,Greater,David Hunt,United States,2016,"Children & Family Movies, Dramas, Sports Movies"
s2756,Movie,Indian Horse,Stephen S. Campanelli,Canada,2017,"Dramas, Independent Movies, Sports Movies"
s2757,Movie,Paharganj,Rakesh Ranjan Kumar,India,2019,"Dramas, Independent Movies, International Movies"
s2758,Movie,Pretty Little Stalker,Sam Irvin,United States,2018,Thrillers
s2759,Movie,Through My Father's Eyes: The Ronda Rousey Story,Gary Stretch,"Canada, United States",2019,"Documentaries, Sports Movies"
s2760,TV Show,Tree House Tales,Unknown,Unknown,2019,Kids' TV
s2761,Movie,Kannum Kannum Kollaiyadithaal,Desingh Periyasamy,India,2020,"Comedies, Dramas, International Movies"
s2762,TV Show,Rugal,Unknown,South Korea,2020,"Crime TV Shows, International TV Shows, Korean TV Shows"
s2763,Movie,Rogue Warfare,Mike Gunther,United States,2019,Action & Adventure
s2764,Movie,Dragons: Rescue Riders: Hunt for the Golden Dragon,"TJ Sullivan, Greg Rankin",United States,2020,"Children & Family Movies, Comedies"
s2765,TV Show,Happy!,Unknown,United States,2019,"Crime TV Shows, TV Action & Adventure, TV Comedies"
s2766,TV Show,Ladies Up,Unknown,India,2019,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies"
s2767,Movie,Maska,Neeraj Udhwani,India,2020,"Comedies, Dramas, International Movies"
s2768,TV Show,Ozark,Unknown,United States,2020,"Crime TV Shows, TV Dramas, TV Thrillers"
s2769,Movie,The Decline,Patrice Laliberté,Canada,2020,"Action & Adventure, International Movies"
s2770,Movie,There's Something in the Water,"Ellen Page, Ian Daniel",Canada,2019,"Documentaries, International Movies"
s2771,Movie,True: Wuzzle Wegg Day,"Todd Kauffman, Mark Thornton",Canada,2020,Children & Family Movies
s2772,Movie,Uncorked,Prentice Penny,United States,2020,"Dramas, Independent Movies"
s2773,TV Show,Wassup Man GO!,Unknown,Unknown,2020,"International TV Shows, Korean TV Shows, Reality TV"
s2774,Movie,Willy and the Guardians of the Lake: Tales from the Lakeside Winter Adventure,Zsolt Pálfi,Hungary,2019,Children & Family Movies
s2775,TV Show,7SEEDS,Unknown,Unknown,2020,"Anime Series, International TV Shows"
s2776,Movie,Happy Old Year,Nawapol Thamrongrattanarit,Thailand,2019,"Dramas, International Movies, Romantic Movies"
s2777,Movie,Making Unorthodox,Marlene Melchior,Germany,2020,"Documentaries, International Movies"
s2778,TV Show,Unorthodox,Unknown,Germany,2020,"International TV Shows, TV Dramas"
s2779,Movie,Bethany Hamilton: Unstoppable,Aaron Lieber,United States,2019,"Children & Family Movies, Documentaries, Sports Movies"
s2780,Movie,Crip Camp: A Disability Revolution,Unknown,United States,2020,Documentaries
s2781,Movie,Curtiz,Tamas Yvan Topolanszky,Hungary,2018,"Dramas, International Movies"
s2782,Movie,The Occupant,"Àlex Pastor, David Pastor",Spain,2020,"Independent Movies, International Movies, Thrillers"
s2783,Movie,Tom Segura: Ball Hog,Rami Hachache,United States,2020,Stand-Up Comedy
s2784,TV Show,Freud,Unknown,"Austria, Germany",2020,"Crime TV Shows, International TV Shows, TV Dramas"
s2785,TV Show,J-Style Trip,Unknown,"Taiwan, China",2020,"International TV Shows, Reality TV"
s2786,TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,Unknown,Unknown,2020,Kids' TV
s2787,Movie,A Life of Speed: The Juan Manuel Fangio Story,Francisco Macri,Argentina,2020,"Documentaries, International Movies, Sports Movies"
s2788,TV Show,Archibald's Next Big Thing,Unknown,Unknown,2020,"Kids' TV, TV Comedies"
s2789,TV Show,Dino Girl Gauko,Unknown,"United States, Japan",2020,"Anime Series, Kids' TV"
s2790,Movie,El silencio es bienvenido,Gabriela García Rivas,Mexico,2017,"Dramas, Independent Movies, International Movies"
s2791,TV Show,Greenhouse Academy,Unknown,United States,2020,"Kids' TV, TV Dramas, Teen TV Shows"
s2792,TV Show,Self Made: Inspired by the Life of Madam C.J. Walker,Unknown,United States,2020,TV Dramas
s2793,TV Show,She,Unknown,India,2020,"Crime TV Shows, International TV Shows, TV Dramas"
s2794,TV Show,The English Game,Unknown,United Kingdom,2020,"British TV Shows, International TV Shows, TV Dramas"
s2795,TV Show,The Letter for the King,Unknown,United Kingdom,2020,"British TV Shows, International TV Shows, TV Action & Adventure"
s2796,TV Show,"Tiger King: Murder, Mayhem and Madness","Eric Goode, Rebecca Chaiklin",United States,2020,"Crime TV Shows, Docuseries"
s2797,Movie,Ultras,Francesco Lettieri,Italy,2020,"Dramas, International Movies, Sports Movies"
s2798,TV Show,Vampires,Unknown,France,2020,"International TV Shows, TV Dramas, TV Horror"
s2799,Movie,3022,John Suits,United States,2019,"Independent Movies, Sci-Fi & Fantasy, Thrillers"
s2800,Movie,Altered Carbon: Resleeved,"Takeru Nakajima, Yoshiyuki Okada","Japan, United States",2020,"Action & Adventure, Anime Features, International Movies"
s2801,Movie,Masameer - The Movie,Malik Nejer,Saudi Arabia,2020,"Comedies, International Movies"
s2802,Movie,AllI Wish,Susan Walter,United States,2017,"Dramas, Romantic Movies"
s2803,TV Show,Caliphate,Unknown,Sweden,2020,"International TV Shows, TV Dramas"
s2804,Movie,Lu Over the Wall,Masaaki Yuasa,Japan,2017,"Anime Features, Music & Musicals, Sci-Fi & Fantasy"
s2805,TV Show,Women Of The Night,Unknown,Netherlands,2019,"Crime TV Shows, International TV Shows, TV Dramas"
s2806,Movie,XV: Beyond the Tryline,Pierre Deschamps,United Kingdom,2016,"Documentaries, Sports Movies"
s2807,Movie,Bert Kreischer: Hey Big Boy,Jeff Tomsic,United States,2020,Stand-Up Comedy
s2808,TV Show,Shaun the Sheep: Adventures from Mossy Bottom,Unknown,"United Kingdom, United States, Ireland",2020,"British TV Shows, Kids' TV, TV Comedies"
s2809,TV Show,We Speak Dance,Unknown,United States,2018,Docuseries
s2810,Movie,Search Party,Scot Armstrong,United States,2014,Comedies
s2811,Movie,Bypass Road,Naman Nitin Mukesh,India,2019,"International Movies, Thrillers"
s2812,Movie,Digs & Discoveries: All Track's Lead to Rome,Joey So,Unknown,2019,Children & Family Movies
s2813,Movie,Digs & Discoveries: Mines of Mystery,Joey So,Unknown,2019,Children & Family Movies
s2814,TV Show,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein,Lynn Novick,United States,2019,Docuseries
s2815,Movie,Steam Team to the Rescue,Joey So,Unknown,2019,Children & Family Movies
s2816,Movie,Jai Mummy Di,Navjot Gulati,India,2020,"Comedies, International Movies, Romantic Movies"
s2817,TV Show,100 Humans,Unknown,United States,2020,"Docuseries, Science & Nature TV"
s2818,Movie,Baby Mamas,Stephanie Zwane,South Africa,2018,"Comedies, Dramas, International Movies"
s2819,TV Show,Bloodride,Unknown,Norway,2020,"International TV Shows, TV Horror, TV Mysteries"
s2820,Movie,Go Karts,Owen Trevor,Australia,2020,"Children & Family Movies, Dramas"
s2821,Movie,Justine,Stephanie Turner,United States,2019,"Dramas, Independent Movies"
s2822,TV Show,Kingdom,Kim Seong-hun,"South Korea, United States",2020,"International TV Shows, Korean TV Shows, TV Action & Adventure"
s2823,Movie,Lost Girls,Liz Garbus,United States,2020,Dramas
s2824,Movie,Miracle in Cell No. 7,Mehmet Ada Öztekin,Turkey,2019,"Dramas, International Movies"
s2825,TV Show,The Valhalla Murders,Unknown,Iceland,2020,"Crime TV Shows, International TV Shows, TV Dramas"
s2826,TV Show,Dirty Money,Unknown,United States,2020,"Crime TV Shows, Docuseries"
s2827,TV Show,On My Block,Unknown,United States,2020,"Romantic TV Shows, TV Comedies, TV Dramas"
s2828,TV Show,The Circle Brazil,Unknown,"Brazil, United Kingdom",2020,"International TV Shows, Reality TV"
s2829,Movie,Carmen Sandiego: To Steal or Not to Steal,Jos Humphrey,"Canada, United States",2020,Children & Family Movies
s2830,Movie,Marc Maron: End Times Fun,Lynn Shelton,United States,2020,Stand-Up Comedy
s2831,Movie,Sitara: Let Girls Dream,Sharmeen Obaid-Chinoy,"Pakistan, United States",2020,"Children & Family Movies, Dramas"
s2832,Movie,Alakada Reloaded,Toyin Abraham,Unknown,2017,"Comedies, International Movies"
s2833,Movie,All About Love,Adze Ugah,South Africa,2017,"Dramas, International Movies, Romantic Movies"
s2834,Movie,Guilty,Ruchi Narain,India,2020,"Dramas, International Movies"
s2835,Movie,I am Jonas,Christophe Charrier,France,2019,"Dramas, Independent Movies, International Movies"
s2836,Movie,Miles Davis: Birth of the Cool,Stanley Nelson,United States,2019,"Documentaries, Music & Musicals"
s2837,Movie,Spenser Confidential,Peter Berg,United States,2020,"Action & Adventure, Comedies"
s2838,Movie,Twin Murders: the Silence of the White City,Daniel Calparsoro,Spain,2020,"International Movies, Thrillers"
s2839,TV Show,Ugly Delicious,Unknown,United States,2020,Docuseries
s2840,Movie,93 Days,Steve Gukas,Nigeria,2016,"Dramas, International Movies, Thrillers"
s2841,Movie,Angu Vaikuntapurathu (Malayalam),Trivikram Srinivas,Unknown,2020,"Action & Adventure, Comedies, Dramas"
s2842,TV Show,Mighty Little Bheem: Festival of Colors,Unknown,India,2020,"Kids' TV, TV Comedies"
s2843,Movie,Tootsies & The Fake,Kittiphak Thonguam,Thailand,2019,"Comedies, International Movies, LGBTQ Movies"
s2844,Movie,Aurora,Cristi Puiu,"Romania, France, Switzerland, Germany",2010,"Dramas, International Movies"
s2845,Movie,Lil Peep: Everybody’s Everything,"Sebastian Jones, Ramez Silyan",United States,2019,"Documentaries, Music & Musicals"
s2846,Movie,The Death of Mr. Lazarescu,Cristi Puiu,Romania,2005,"Dramas, International Movies"
s2847,TV Show,Velvet,Carlos Sedes,Spain,2016,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s2848,Movie,Freaks,"Adam B. Stein, Zach Lipovsky","United States, Canada",2018,"Independent Movies, Sci-Fi & Fantasy, Thrillers"
s2849,Movie,Luccas Neto in: The End of Christmas,Lucas Margutti,Brazil,2019,"Children & Family Movies, Comedies, Music & Musicals"
s2850,Movie,Taylor Tomlinson: Quarter-Life Crisis,Marcus Raboy,United States,2020,Stand-Up Comedy
s2851,Movie,The Last Bomb of the Second World War,Athiyan Athirai,India,2019,"Dramas, Independent Movies, International Movies"
s2852,Movie,Uncovered,Zuko Nodada,South Africa,2019,"Dramas, International Movies"
s2853,Movie,W.E.,Madonna,United Kingdom,2011,"Dramas, Romantic Movies"
s2854,Movie,Fat Ballerina - David A. Arnold,Milton Horowitz,United States,2020,Stand-Up Comedy
s2855,TV Show,Akame ga Kill!,Unknown,Japan,2014,"Anime Series, Crime TV Shows, International TV Shows"
s2856,TV Show,Babylon Berlin,Unknown,Germany,2020,"Crime TV Shows, International TV Shows, TV Dramas"
s2857,Movie,Bhangra Paa Le,Sneha Taurani,India,2019,"Comedies, Dramas, International Movies"
s2858,TV Show,Calico Critters Mini Episodes Clover,Unknown,Unknown,2020,Kids' TV
s2859,Movie,Calico Critters: Everyone's Big Dream Flying in the Sky,Momoko Kamiya,Unknown,2019,Children & Family Movies
s2860,Movie,Frank & Lola,Matthew Ross,United States,2016,"Dramas, Thrillers"
s2861,Movie,Hugo,Martin Scorsese,"United Kingdom, United States, France",2011,"Children & Family Movies, Dramas"
s2862,Movie,Ordinary World,Lee Kirk,United States,2016,"Comedies, Dramas, Music & Musicals"
s2863,Movie,"Pop, Lock 'n Roll",Ziggy Hofmeyr,South Africa,2017,"Dramas, International Movies, Romantic Movies"
s2864,Movie,There Will Be Blood,Paul Thomas Anderson,United States,2007,"Dramas, Independent Movies"
s2865,Movie,Velvet Colección: Grand Finale,Gustavo Ron,Unknown,2020,"Dramas, International Movies, Romantic Movies"
s2866,Movie,Voulez-vous rire avec moi ce soir?,Yacine Belhousse,France,2018,"Documentaries, International Movies"
s2867,Movie,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,Sam Dunn,"United Kingdom, Canada, United States",2019,"Documentaries, Music & Musicals"
s2868,Movie,All The Bright Places,Brett Haley,United States,2020,"Dramas, Romantic Movies"
s2869,TV Show,Always a Witch,Unknown,Colombia,2019,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s2870,Movie,Amit Tandon: Family Tandoncies,Unknown,India,2019,Stand-Up Comedy
s2871,TV Show,Queen Sono,Unknown,South Africa,2020,"International TV Shows, TV Action & Adventure, TV Dramas"
s2872,TV Show,Toy Boy,Unknown,Spain,2019,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
